bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02,FLBPD-14,http://103.151.15.11:8041/
27PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=27PX12A06XXX
30FI12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA15-G25-R1,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30FI12A06R1X
30FI12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA15-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30FI12A06XXX
30FN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30FN12A06R1X
30FN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30FN12A06XXX
30FU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30FU12A06R1X
30FU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30FU12A06XXX
30MD12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA10-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MD12A06XXX
30MN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MN12A06R1X
30MN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MN12A06XXX
30MU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MU12A06R1X
30MU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MU12A06XXX
30MX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MX12A06R1X
30MX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC30MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30MX12A06XXX
30PX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30PX12A06R1X
30PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K300KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=30PX12A06XXX
32FN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32FN12A06R1X
32FN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32FN12A06XXX
32FU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32FU12A06R1X
32FU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32FU12A06XXX
32MI12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA15-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MI12A06XXX
32MN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MN12A06R1X
32MN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MN12A06XXX
32MU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MU12A06R1X
32MU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MU12A06XXX
32MX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MX12A06R1X
32MX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC32MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32MX12A06XXX
32PX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32PX12A06R1X
32PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K325KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=32PX12A06XXX
33MN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=33MN12A06R1X
33MN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=33MN12A06XXX
33MU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=33MU12A06R1X
33MU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=33MU12A06XXX
33MX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=33MX12A06R1X
33MX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC33MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=33MX12A06XXX
35FI12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA15-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35FI12A06XXX
35FN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35FN12A06R1X
35FN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35FN12A06XXX
35FU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35FU12A06R1X
35FU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35FU12A06XXX
35MN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35MN12A06R1X
35MN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35MN12A06XXX
35MU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35MU12A06R1X
35MU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35MU12A06XXX
35MX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35MX12A06R1X
35MX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC35MPA-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35MX12A06XXX
35PX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35PX12A06R1X
35PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K350KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=35PX12A06XXX
37FN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K375KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=37FN12A06R1X
37FN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K375KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=37FN12A06XXX
37FU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K375KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=37FU12A06R1X
37FU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K375KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=37FU12A06XXX
37PX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K375KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=37PX12A06R1X
37PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K375KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=37PX12A06XXX
40FN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K400KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=40FN12A06R1X
40FN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K400KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=40FN12A06XXX
40FU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K400KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=40FU12A06R1X
40FU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K400KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=40FU12A06XXX
40PX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K400KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=40PX12A06R1X
40PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K400KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=40PX12A06XXX
42FN12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K425KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=42FN12A06R1X
42FN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K425KG/CM2-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=42FN12A06XXX
42FU12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K425KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=42FU12A06R1X
42FU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K425KG/CM2-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=42FU12A06XXX
42PX12A06R1X,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K425KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=42PX12A06R1X
42PX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K425KG/CM2-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=42PX12A06XXX
LCFD12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,LC-FA10-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=LCFD12A06XXX
LCFI12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,LC-FA15-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=LCFI12A06XXX
LCFN12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,LC-FA-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=LCFN12A06XXX
LCFU12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,LC-FA20-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=LCFU12A06XXX
LCPX12A06XXX,,,,,,,,,,R41CTP-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,LC-NORM-SL12-G25,0,start firefox http://103.151.15.11:8041/mis/deletemixdesign.php?id=LCPX12A06XXX
