bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,,,
33MN12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,33MN12A06XXXWATER,,,,,,,,,
33MN12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,33MN12A06XXXAGG1,1,33MN12A06XXXAGG1,236.6,33MN12A06XXXAGG2,946.4,1183,20%,20%,237
33MN12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,33MN12A06XXXAGG2,1,33MN12A06XXXAGG1,236.6,33MN12A06XXXAGG2,946.4,1183,80%,80%,946
33MN12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,33MN12A06XXXAGG3,,,,,,,,,
33MN12A06XXX,,0000-100094,,,389,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,33MN12A06XXXSAND,,,,,,,,,
33MN12A06XXX,,0000-100093,,,99,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,33MN12A06XXXSTONE DUST,,,,,,,,,
33MN12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,33MN12A06XXXFLBNF-15,,,,,,,,,
33MN12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,33MN12A06XXXFLB-RPF34,,,,,,,,,
33MN12A06XXX,,0002-100449,,,1.560,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,33MN12A06XXXFLBPD-14,,,,,,,,,
33MU12A06R1X,,0000-000015,,,90,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,33MU12A06R1XFA,,,,,,,,,
33MU12A06R1X,,0000-100011,,,361,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,33MU12A06R1XSEMEN,,,,,,,,,
33MU12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,33MU12A06R1XWATER,,,,,,,,,
33MU12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,33MU12A06R1XAGG1,1,33MU12A06R1XAGG1,236.6,33MU12A06R1XAGG2,946.4,1183,20%,20%,237
33MU12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,33MU12A06R1XAGG2,1,33MU12A06R1XAGG1,236.6,33MU12A06R1XAGG2,946.4,1183,80%,80%,946
33MU12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,33MU12A06R1XAGG3,,,,,,,,,
33MU12A06R1X,,0000-100094,,,400,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,33MU12A06R1XSAND,,,,,,,,,
33MU12A06R1X,,0000-100093,,,102,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,33MU12A06R1XSTONE DUST,,,,,,,,,
33MU12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,33MU12A06R1XFLBNF-15,,,,,,,,,
33MU12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,33MU12A06R1XFLB-RPF34,,,,,,,,,
33MU12A06R1X,,0002-100449,,,1.770,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,33MU12A06R1XFLBPD-14,,,,,,,,,
33MU12A06XXX,,0000-000015,,,89,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,33MU12A06XXXFA,,,,,,,,,
33MU12A06XXX,,0000-100011,,,357,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,33MU12A06XXXSEMEN,,,,,,,,,
33MU12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,33MU12A06XXXWATER,,,,,,,,,
33MU12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,33MU12A06XXXAGG1,1,33MU12A06XXXAGG1,236.6,33MU12A06XXXAGG2,946.4,1183,20%,20%,237
33MU12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,33MU12A06XXXAGG2,1,33MU12A06XXXAGG1,236.6,33MU12A06XXXAGG2,946.4,1183,80%,80%,946
33MU12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,33MU12A06XXXAGG3,,,,,,,,,
33MU12A06XXX,,0000-100094,,,409,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,33MU12A06XXXSAND,,,,,,,,,
33MU12A06XXX,,0000-100093,,,104,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,33MU12A06XXXSTONE DUST,,,,,,,,,
33MU12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,33MU12A06XXXFLBNF-15,,,,,,,,,
33MU12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,33MU12A06XXXFLB-RPF34,,,,,,,,,
33MU12A06XXX,,0002-100449,,,1.500,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,33MU12A06XXXFLBPD-14,,,,,,,,,
33MX12A06R1X,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,33MX12A06R1XFA,,,,,,,,,
33MX12A06R1X,,0000-100011,,,400,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,33MX12A06R1XSEMEN,,,,,,,,,
33MX12A06R1X,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,33MX12A06R1XWATER,,,,,,,,,
33MX12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,33MX12A06R1XAGG1,1,33MX12A06R1XAGG1,236.6,33MX12A06R1XAGG2,946.4,1183,20%,20%,237
33MX12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,33MX12A06R1XAGG2,1,33MX12A06R1XAGG1,236.6,33MX12A06R1XAGG2,946.4,1183,80%,80%,946
33MX12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,33MX12A06R1XAGG3,,,,,,,,,
33MX12A06R1X,,0000-100094,,,447,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,33MX12A06R1XSAND,,,,,,,,,
33MX12A06R1X,,0000-100093,,,114,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,33MX12A06R1XSTONE DUST,,,,,,,,,
33MX12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,33MX12A06R1XFLBNF-15,,,,,,,,,
33MX12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,33MX12A06R1XFLB-RPF34,,,,,,,,,
33MX12A06R1X,,0002-100449,,,1.570,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,33MX12A06R1XFLBPD-14,,,,,,,,,
33MX12A06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,33MX12A06XXXFA,,,,,,,,,
33MX12A06XXX,,0000-100011,,,395,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,33MX12A06XXXSEMEN,,,,,,,,,
33MX12A06XXX,,0000-100030,,,188,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,33MX12A06XXXWATER,,,,,,,,,
33MX12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,33MX12A06XXXAGG1,1,33MX12A06XXXAGG1,236.6,33MX12A06XXXAGG2,946.4,1183,20%,20%,237
33MX12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,33MX12A06XXXAGG2,1,33MX12A06XXXAGG1,236.6,33MX12A06XXXAGG2,946.4,1183,80%,80%,946
33MX12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,33MX12A06XXXAGG3,,,,,,,,,
33MX12A06XXX,,0000-100094,,,456,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,33MX12A06XXXSAND,,,,,,,,,
33MX12A06XXX,,0000-100093,,,116,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,33MX12A06XXXSTONE DUST,,,,,,,,,
33MX12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,33MX12A06XXXFLBNF-15,,,,,,,,,
33MX12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,33MX12A06XXXFLB-RPF34,,,,,,,,,
33MX12A06XXX,,0002-100449,,,1.330,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,33MX12A06XXXFLBPD-14,,,,,,,,,
35FI12A06XXX,,0000-000015,,,57,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,35FI12A06XXXFA,,,,,,,,,
35FI12A06XXX,,0000-100011,,,323,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35FI12A06XXXSEMEN,,,,,,,,,
35FI12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,35FI12A06XXXWATER,,,,,,,,,
35FI12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,35FI12A06XXXAGG1,1,35FI12A06XXXAGG1,236.6,35FI12A06XXXAGG2,946.4,1183,20%,20%,237
35FI12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,35FI12A06XXXAGG2,1,35FI12A06XXXAGG1,236.6,35FI12A06XXXAGG2,946.4,1183,80%,80%,946
35FI12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35FI12A06XXXAGG3,,,,,,,,,
35FI12A06XXX,,0000-100094,,,463,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35FI12A06XXXSAND,,,,,,,,,
35FI12A06XXX,,0000-100093,,,118,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35FI12A06XXXSTONE DUST,,,,,,,,,
35FI12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,35FI12A06XXXFLBNF-15,,,,,,,,,
35FI12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,35FI12A06XXXFLB-RPF34,,,,,,,,,
35FI12A06XXX,,0002-100449,,,1.275,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,35FI12A06XXXFLBPD-14,,,,,,,,,
35FN12A06R1X,,0000-000015,,,103,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,35FN12A06R1XFA,,,,,,,,,
35FN12A06R1X,,0000-100011,,,309,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35FN12A06R1XSEMEN,,,,,,,,,
35FN12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,35FN12A06R1XWATER,,,,,,,,,
35FN12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,35FN12A06R1XAGG1,1,35FN12A06R1XAGG1,236.6,35FN12A06R1XAGG2,946.4,1183,20%,20%,237
35FN12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,35FN12A06R1XAGG2,1,35FN12A06R1XAGG1,236.6,35FN12A06R1XAGG2,946.4,1183,80%,80%,946
35FN12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35FN12A06R1XAGG3,,,,,,,,,
35FN12A06R1X,,0000-100094,,,422,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35FN12A06R1XSAND,,,,,,,,,
35FN12A06R1X,,0000-100093,,,108,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35FN12A06R1XSTONE DUST,,,,,,,,,
35FN12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,35FN12A06R1XFLBNF-15,,,,,,,,,
35FN12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,35FN12A06R1XFLB-RPF34,,,,,,,,,
35FN12A06R1X,,0002-100449,,,1.620,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,35FN12A06R1XFLBPD-14,,,,,,,,,
35FN12A06XXX,,0000-000015,,,102,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,35FN12A06XXXFA,,,,,,,,,
35FN12A06XXX,,0000-100011,,,305,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35FN12A06XXXSEMEN,,,,,,,,,
35FN12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,35FN12A06XXXWATER,,,,,,,,,
35FN12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,35FN12A06XXXAGG1,1,35FN12A06XXXAGG1,236.6,35FN12A06XXXAGG2,946.4,1183,20%,20%,237
35FN12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,35FN12A06XXXAGG2,1,35FN12A06XXXAGG1,236.6,35FN12A06XXXAGG2,946.4,1183,80%,80%,946
35FN12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35FN12A06XXXAGG3,,,,,,,,,
35FN12A06XXX,,0000-100094,,,431,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35FN12A06XXXSAND,,,,,,,,,
35FN12A06XXX,,0000-100093,,,110,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35FN12A06XXXSTONE DUST,,,,,,,,,
35FN12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,35FN12A06XXXFLBNF-15,,,,,,,,,
35FN12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,35FN12A06XXXFLB-RPF34,,,,,,,,,
35FN12A06XXX,,0002-100449,,,1.370,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,35FN12A06XXXFLBPD-14,,,,,,,,,
35FU12A06R1X,,0000-000015,,,80,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,35FU12A06R1XFA,,,,,,,,,
35FU12A06R1X,,0000-100011,,,319,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35FU12A06R1XSEMEN,,,,,,,,,
35FU12A06R1X,,0000-100030,,,183,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,35FU12A06R1XWATER,,,,,,,,,
35FU12A06R1X,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,35FU12A06R1XAGG1,1,35FU12A06R1XAGG1,236.6,35FU12A06R1XAGG2,946.4,1183,20%,20%,237
35FU12A06R1X,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,35FU12A06R1XAGG2,1,35FU12A06R1XAGG1,236.6,35FU12A06R1XAGG2,946.4,1183,80%,80%,946
35FU12A06R1X,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35FU12A06R1XAGG3,,,,,,,,,
35FU12A06R1X,,0000-100094,,,438,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35FU12A06R1XSAND,,,,,,,,,
35FU12A06R1X,,0000-100093,,,112,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35FU12A06R1XSTONE DUST,,,,,,,,,
35FU12A06R1X,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,35FU12A06R1XFLBNF-15,,,,,,,,,
35FU12A06R1X,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,35FU12A06R1XFLB-RPF34,,,,,,,,,
35FU12A06R1X,,0002-100449,,,1.560,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,35FU12A06R1XFLBPD-14,,,,,,,,,
35FU12A06XXX,,0000-000015,,,79,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,35FU12A06XXXFA,,,,,,,,,
35FU12A06XXX,,0000-100011,,,314,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35FU12A06XXXSEMEN,,,,,,,,,
35FU12A06XXX,,0000-100030,,,181,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,WATER,35FU12A06XXXWATER,,,,,,,,,
35FU12A06XXX,,0000-100090,,,237,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,35FU12A06XXXAGG1,1,35FU12A06XXXAGG1,236.6,35FU12A06XXXAGG2,946.4,1183,20%,20%,237
35FU12A06XXX,,0000-100091,,,946,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,35FU12A06XXXAGG2,1,35FU12A06XXXAGG1,236.6,35FU12A06XXXAGG2,946.4,1183,80%,80%,946
35FU12A06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35FU12A06XXXAGG3,,,,,,,,,
35FU12A06XXX,,0000-100094,,,448,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35FU12A06XXXSAND,,,,,,,,,
35FU12A06XXX,,0000-100093,,,114,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35FU12A06XXXSTONE DUST,,,,,,,,,
35FU12A06XXX,,0002-100440,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBNF-15,35FU12A06XXXFLBNF-15,,,,,,,,,
35FU12A06XXX,,0002-100442,,,0.000,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLB-RPF34,35FU12A06XXXFLB-RPF34,,,,,,,,,
35FU12A06XXX,,0002-100449,,,1.320,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FLBPD-14,35FU12A06XXXFLBPD-14,,,,,,,,,
35MN12A06R1X,,0000-000015,,,117,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,FA,35MN12A06R1XFA,,,,,,,,,
35MN12A06R1X,,0000-100011,,,352,,,,,,,,,,,,,,,,,,,,R41-0-01,,,,,,,R41CTP-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35MN12A06R1XSEMEN,,,,,,,,,
