bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,
VIPER45-06C,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-06CFA,,,,,,,
VIPER45-06C,,0000-100030,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-06CWATER,,,,,,,
VIPER45-06C,,0000-100094,,,169,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER45-06CSAND,,,,,,,
VIPER45-06C,,0000-100060,,,800,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-06CSEMEN VAS,,,,,,,
VIPER45-06C,,0000-100062,,,166,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER45-06CSTONE DUST V,,,,,,,
VIPER45-06C,,0000-100063,,,1113,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-06CAGG1 VAS,,,,,,,
VIPER45-06C,,0000-100064,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-06CAGG2 VAS,,,,,,,
VIPER45-06C,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-06CAGG3 VAS,,,,,,,
VIPER45-06C,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER45-06CSBT CON-M,,,,,,,
VIPER45-06C,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER45-06CSBT PCA-8S,,,,,,,
VIPER45-06C,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER45-06CSBT JM-9,,,,,,,
VIPER45-1D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-1DFA,,,,,,,
VIPER45-1D,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-1DWATER,,,,,,,
VIPER45-1D,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER45-1DSAND,,,,,,,
VIPER45-1D,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-1DSEMEN VAS,,,,,,,
VIPER45-1D,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER45-1DSTONE DUST V,,,,,,,
VIPER45-1D,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-1DAGG1 VAS,,,,,,,
VIPER45-1D,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-1DAGG2 VAS,,,,,,,
VIPER45-1D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-1DAGG3 VAS,,,,,,,
VIPER45-1D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER45-1DSBT CON-M,,,,,,,
VIPER45-1D,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER45-1DSBT PCA-8S,,,,,,,
VIPER45-1D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER45-1DSBT JM-9,,,,,,,
VIPER45-1DC,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-1DCFA,,,,,,,
VIPER45-1DC,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-1DCWATER,,,,,,,
VIPER45-1DC,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER45-1DCSAND,,,,,,,
VIPER45-1DC,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-1DCSEMEN VAS,,,,,,,
VIPER45-1DC,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER45-1DCSTONE DUST V,,,,,,,
VIPER45-1DC,,0000-100063,,,1068,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-1DCAGG1 VAS,,,,,,,
VIPER45-1DC,,0000-100064,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-1DCAGG2 VAS,,,,,,,
VIPER45-1DC,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-1DCAGG3 VAS,,,,,,,
VIPER45-1DC,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER45-1DCSBT CON-M,,,,,,,
VIPER45-1DC,,0002-100021,,,5.5,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER45-1DCSBT PCA-8S,,,,,,,
VIPER45-1DC,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER45-1DCSBT JM-9,,,,,,,
VIPER45-28D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-28DFA,,,,,,,
VIPER45-28D,,0000-100030,,,175,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-28DWATER,,,,,,,
VIPER45-28D,,0000-100094,,,430,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER45-28DSAND,,,,,,,
VIPER45-28D,,0000-100093,,,181,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,VIPER45-28DSTONE DUST,,,,,,,
VIPER45-28D,,0000-100060,,,450,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-28DSEMEN VAS,,,,,,,
VIPER45-28D,,0000-100063,,,337,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-28DAGG1 VAS,,,,,,,
VIPER45-28D,,0000-100064,,,786,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-28DAGG2 VAS,,,,,,,
VIPER45-28D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-28DAGG3 VAS,,,,,,,
VIPER45-28D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER45-28DSBT CON-M,,,,,,,
VIPER45-28D,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER45-28DSBT PCA-8S,,,,,,,
VIPER45-28D,,0002-100202,,,4.5,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER45-28DSBT JM-9,,,,,,,
VIPER45-3D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER45-3DFA,,,,,,,
VIPER45-3D,,0000-100030,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER45-3DWATER,,,,,,,
VIPER45-3D,,0000-100060,,,540,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER45-3DSEMEN VAS,,,,,,,
VIPER45-3D,,0000-100062,,,187,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER45-3DSTONE DUST V,,,,,,,
VIPER45-3D,,0000-100063,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER45-3DAGG1 VAS,,,,,,,
VIPER45-3D,,0000-100064,,,443,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER45-3DAGG2 VAS,,,,,,,
VIPER45-3D,,0000-100065,,,660,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER45-3DAGG3 VAS,,,,,,,
VIPER45-3D,,0002-100020,,,1.35,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER45-3DSBT CON-M,,,,,,,
VIPER45-3D,,0002-100021,,,4.2,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER45-3DSBT PCA-8S,,,,,,,
VIPER45-3D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER45-3DSBT JM-9,,,,,,,
VIPER45-3D,,0000-100061,,,443,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND VAS,VIPER45-3DSAND VAS,,,,,,,
VIPER500-2D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,VIPER500-2DFA,,,,,,,
VIPER500-2D,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,VIPER500-2DWATER,,,,,,,
VIPER500-2D,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,VIPER500-2DSAND,,,,,,,
VIPER500-2D,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,VIPER500-2DSEMEN VAS,,,,,,,
VIPER500-2D,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,VIPER500-2DSTONE DUST V,,,,,,,
VIPER500-2D,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,VIPER500-2DAGG1 VAS,,,,,,,
VIPER500-2D,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,VIPER500-2DAGG2 VAS,,,,,,,
VIPER500-2D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,VIPER500-2DAGG3 VAS,,,,,,,
VIPER500-2D,,0002-100020,,,0.9,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,VIPER500-2DSBT CON-M,,,,,,,
VIPER500-2D,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,VIPER500-2DSBT PCA-8S,,,,,,,
VIPER500-2D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,VIPER500-2DSBT JM-9,,,,,,,
