bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,
35PX10A06R3D,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35PX10A06R3DAGG3,,,,,,,
35PX10A06R3D,,0000-100094,,,516,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35PX10A06R3DSAND,,,,,,,
35PX10A06R3D,,0000-100093,,,129,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35PX10A06R3DSTONE DUST,,,,,,,
35PX10A06R3D,,0002-100020,,,1.53,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,35PX10A06R3DSBT CON-M,35PX10A06R3DFA,0,35PX10A06R3DSEMEN,510,510,0.30%,1.53
35PX10A06R3D,,0002-100021,,,6.12,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,35PX10A06R3DSBT PCA-8S,,,,,,,
35PX10A06R3D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,35PX10A06R3DSBT JM-9,,,,,,,
35PX12A06TMI,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,35PX12A06TMIFA,,,,,,,
35PX12A06TMI,,0000-100011,,,364,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,35PX12A06TMISEMEN,,,,,,,
35PX12A06TMI,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,35PX12A06TMIWATER,,,,,,,
35PX12A06TMI,,0000-100090,,,320,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,35PX12A06TMIAGG1,,,,,,,
35PX12A06TMI,,0000-100091,,,746,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,35PX12A06TMIAGG2,,,,,,,
35PX12A06TMI,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,35PX12A06TMIAGG3,,,,,,,
35PX12A06TMI,,0000-100094,,,550,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,35PX12A06TMISAND,,,,,,,
35PX12A06TMI,,0000-100093,,,137,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,35PX12A06TMISTONE DUST,,,,,,,
35PX12A06TMI,,0002-100020,,,1.092,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,35PX12A06TMISBT CON-M,35PX12A06TMIFA,0,35PX12A06TMISEMEN,364,364,0.30%,1.092
35PX12A06TMI,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,35PX12A06TMISBT PCA-8S,,,,,,,
35PX12A06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,35PX12A06TMISBT JM-9,,,,,,,
36PX06A06TMI,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,36PX06A06TMIFA,,,,,,,
36PX06A06TMI,,0000-100011,,,350,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,36PX06A06TMISEMEN,,,,,,,
36PX06A06TMI,,0000-100030,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,36PX06A06TMIWATER,,,,,,,
36PX06A06TMI,,0000-100090,,,329,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,36PX06A06TMIAGG1,,,,,,,
36PX06A06TMI,,0000-100091,,,767,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,36PX06A06TMIAGG2,,,,,,,
36PX06A06TMI,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,36PX06A06TMIAGG3,,,,,,,
36PX06A06TMI,,0000-100094,,,565,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,36PX06A06TMISAND,,,,,,,
36PX06A06TMI,,0000-100093,,,141,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,36PX06A06TMISTONE DUST,,,,,,,
36PX06A06TMI,,0002-100020,,,1.05,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,36PX06A06TMISBT CON-M,36PX06A06TMIFA,0,36PX06A06TMISEMEN,350,350,0.30%,1.05
36PX06A06TMI,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,36PX06A06TMISBT PCA-8S,,,,,,,
36PX06A06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,36PX06A06TMISBT JM-9,,,,,,,
36PX06C06TMI,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,36PX06C06TMIFA,,,,,,,
36PX06C06TMI,,0000-100011,,,371,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,36PX06C06TMISEMEN,,,,,,,
36PX06C06TMI,,0000-100030,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,36PX06C06TMIWATER,,,,,,,
36PX06C06TMI,,0000-100090,,,1028,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,36PX06C06TMIAGG1,,,,,,,
36PX06C06TMI,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,36PX06C06TMIAGG2,,,,,,,
36PX06C06TMI,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,36PX06C06TMIAGG3,,,,,,,
36PX06C06TMI,,0000-100094,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,36PX06C06TMISAND,,,,,,,
36PX06C06TMI,,0000-100093,,,150,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,36PX06C06TMISTONE DUST,,,,,,,
36PX06C06TMI,,0002-100020,,,1.113,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,36PX06C06TMISBT CON-M,36PX06C06TMIFA,0,36PX06C06TMISEMEN,371,371,0.30%,1.113
36PX06C06TMI,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,36PX06C06TMISBT PCA-8S,,,,,,,
36PX06C06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,36PX06C06TMISBT JM-9,,,,,,,
40PX12A06P3R,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,40PX12A06P3RFA,,,,,,,
40PX12A06P3R,,0000-100011,,,439,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,40PX12A06P3RSEMEN,,,,,,,
40PX12A06P3R,,0000-100030,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,40PX12A06P3RWATER,,,,,,,
40PX12A06P3R,,0000-100090,,,295,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,40PX12A06P3RAGG1,,,,,,,
40PX12A06P3R,,0000-100091,,,688,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,40PX12A06P3RAGG2,,,,,,,
40PX12A06P3R,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,40PX12A06P3RAGG3,,,,,,,
40PX12A06P3R,,0000-100094,,,598,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,40PX12A06P3RSAND,,,,,,,
40PX12A06P3R,,0000-100093,,,149,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,40PX12A06P3RSTONE DUST,,,,,,,
40PX12A06P3R,,0002-100020,,,1.317,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,40PX12A06P3RSBT CON-M,40PX12A06P3RFA,0,40PX12A06P3RSEMEN,439,439,0.30%,1.317
40PX12A06P3R,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,40PX12A06P3RSBT PCA-8S,,,,,,,
40PX12A06P3R,,0002-100202,,,2.854,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,40PX12A06P3RSBT JM-9,,,,,,,
40PX12A06TMI,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,40PX12A06TMIFA,,,,,,,
40PX12A06TMI,,0000-100011,,,399,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,40PX12A06TMISEMEN,,,,,,,
40PX12A06TMI,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,40PX12A06TMIWATER,,,,,,,
40PX12A06TMI,,0000-100090,,,314,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,40PX12A06TMIAGG1,,,,,,,
40PX12A06TMI,,0000-100091,,,734,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,40PX12A06TMIAGG2,,,,,,,
40PX12A06TMI,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,40PX12A06TMIAGG3,,,,,,,
40PX12A06TMI,,0000-100094,,,540,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,40PX12A06TMISAND,,,,,,,
40PX12A06TMI,,0000-100093,,,135,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,40PX12A06TMISTONE DUST,,,,,,,
40PX12A06TMI,,0002-100020,,,1.197,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,40PX12A06TMISBT CON-M,40PX12A06TMIFA,0,40PX12A06TMISEMEN,399,399,0.30%,1.197
40PX12A06TMI,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,40PX12A06TMISBT PCA-8S,,,,,,,
40PX12A06TMI,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,40PX12A06TMISBT JM-9,,,,,,,
40PX18A06P3R,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,40PX18A06P3RFA,,,,,,,
40PX18A06P3R,,0000-100011,,,463,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,40PX18A06P3RSEMEN,,,,,,,
40PX18A06P3R,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,40PX18A06P3RWATER,,,,,,,
40PX18A06P3R,,0000-100090,,,287,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,40PX18A06P3RAGG1,,,,,,,
40PX18A06P3R,,0000-100091,,,670,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,40PX18A06P3RAGG2,,,,,,,
40PX18A06P3R,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,40PX18A06P3RAGG3,,,,,,,
40PX18A06P3R,,0000-100094,,,582,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,40PX18A06P3RSAND,,,,,,,
40PX18A06P3R,,0000-100093,,,145,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,40PX18A06P3RSTONE DUST,,,,,,,
40PX18A06P3R,,0002-100020,,,1.389,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,40PX18A06P3RSBT CON-M,40PX18A06P3RFA,0,40PX18A06P3RSEMEN,463,463,0.30%,1.389
40PX18A06P3R,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,40PX18A06P3RSBT PCA-8S,,,,,,,
40PX18A06P3R,,0002-100202,,,3.939,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,40PX18A06P3RSBT JM-9,,,,,,,
45FD12A06ASP,,0000-000015,,,48,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,45FD12A06ASPFA,,,,,,,
45FD12A06ASP,,0000-100011,,,429,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,45FD12A06ASPSEMEN,,,,,,,
45FD12A06ASP,,0000-100030,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,45FD12A06ASPWATER,,,,,,,
45FD12A06ASP,,0000-100090,,,318,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,45FD12A06ASPAGG1,,,,,,,
45FD12A06ASP,,0000-100091,,,741,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,45FD12A06ASPAGG2,,,,,,,
45FD12A06ASP,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,45FD12A06ASPAGG3,,,,,,,
45FD12A06ASP,,0000-100094,,,502,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,45FD12A06ASPSAND,,,,,,,
45FD12A06ASP,,0000-100093,,,125,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,45FD12A06ASPSTONE DUST,,,,,,,
45FD12A06ASP,,0002-100020,,,1.431,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,45FD12A06ASPSBT CON-M,45FD12A06ASPFA,48,45FD12A06ASPSEMEN,429,477,0.30%,1.431
45FD12A06ASP,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,45FD12A06ASPSBT PCA-8S,,,,,,,
45FD12A06ASP,,0002-100202,,,2.858,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,45FD12A06ASPSBT JM-9,,,,,,,
45PX12A06J3D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,45PX12A06J3DFA,,,,,,,
45PX12A06J3D,,0000-100011,,,540,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,45PX12A06J3DSEMEN,,,,,,,
45PX12A06J3D,,0000-100030,,,155,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,45PX12A06J3DWATER,,,,,,,
45PX12A06J3D,,0000-100090,,,317,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,45PX12A06J3DAGG1,,,,,,,
45PX12A06J3D,,0000-100091,,,740,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,45PX12A06J3DAGG2,,,,,,,
45PX12A06J3D,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,45PX12A06J3DAGG3,,,,,,,
45PX12A06J3D,,0000-100094,,,502,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,45PX12A06J3DSAND,,,,,,,
45PX12A06J3D,,0000-100093,,,126,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,45PX12A06J3DSTONE DUST,,,,,,,
45PX12A06J3D,,0002-100020,,,1.62,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,45PX12A06J3DSBT CON-M,45PX12A06J3DFA,0,45PX12A06J3DSEMEN,540,540,0.30%,1.62
45PX12A06J3D,,0002-100021,,,3.51,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,45PX12A06J3DSBT PCA-8S,,,,,,,
45PX12A06J3D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,45PX12A06J3DSBT JM-9,,,,,,,
45PXFLA06A1D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,45PXFLA06A1DFA,,,,,,,
45PXFLA06A1D,,0000-100030,,,120,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,45PXFLA06A1DWATER,,,,,,,
45PXFLA06A1D,,0000-100094,,,332,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,45PXFLA06A1DSAND,,,,,,,
45PXFLA06A1D,,0000-100060,,,600,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,45PXFLA06A1DSEMEN VAS,,,,,,,
45PXFLA06A1D,,0000-100062,,,330,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,45PXFLA06A1DSTONE DUST V,,,,,,,
45PXFLA06A1D,,0000-100063,,,427,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,45PXFLA06A1DAGG1 VAS,,,,,,,
45PXFLA06A1D,,0000-100064,,,641,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,45PXFLA06A1DAGG2 VAS,,,,,,,
45PXFLA06A1D,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,45PXFLA06A1DAGG3 VAS,,,,,,,
45PXFLA06A1D,,0002-100420,,,8,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,MM02,45PXFLA06A1DMM02,,,,,,,
45PXFLA06A1D,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,45PXFLA06A1DSBT CON-M,,,,,,,
45PXFLA06A1D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,45PXFLA06A1DSBT JM-9,,,,,,,
45RX08A06R3D,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,45RX08A06R3DFA,,,,,,,
45RX08A06R3D,,0000-100011,,,540,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,45RX08A06R3DSEMEN,,,,,,,
45RX08A06R3D,,0000-100030,,,160,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,45RX08A06R3DWATER,,,,,,,
45RX08A06R3D,,0000-100090,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,45RX08A06R3DAGG1,,,,,,,
45RX08A06R3D,,0000-100091,,,661,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,45RX08A06R3DAGG2,,,,,,,
45RX08A06R3D,,0000-100092,,,441,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,45RX08A06R3DAGG3,,,,,,,
45RX08A06R3D,,0000-100094,,,459,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,45RX08A06R3DSAND,,,,,,,
45RX08A06R3D,,0000-100093,,,115,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,45RX08A06R3DSTONE DUST,,,,,,,
45RX08A06R3D,,0002-100020,,,1.62,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,45RX08A06R3DSBT CON-M,45RX08A06R3DFA,0,45RX08A06R3DSEMEN,540,540,0.30%,1.62
45RX08A06R3D,,0002-100021,,,5.4,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,45RX08A06R3DSBT PCA-8S,,,,,,,
45RX08A06R3D,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,45RX08A06R3DSBT JM-9,,,,,,,
