bma_file.bma01,bma_file.bma02,bma_file.bma03,bma_file.bma04,bma_file.bma05,bma_file.bmauser,bma_file.bmagrup,bma_file.bmamodu,bma_file.bmadate,bma_file.bmaacti,bma_file.bma06,bma_file.bma07,bma_file.bmaicd01,bma_file.bma08,bma_file.bma09,bma_file.bma10,bma_file.bmaud01,bma_file.bmaud02,bma_file.bmaud03,bma_file.bmaud04,bma_file.bmaud05,bma_file.bmaud06,bma_file.bmaud07,bma_file.bmaud08,bma_file.bmaud09,bma_file.bmaud10,bma_file.bmaud11,bma_file.bmaud12,bma_file.bmaud13,bma_file.bmaud14,bma_file.bmaud15,bma_file.bmaoriu,bma_file.bmaorig,bma_file.ta_bma01,ima02,SBT CON-M,http://103.167.107.33:8001/
18MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MN12A06R1X
18MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MN12A06XXX
18MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MN12C06R1X
18MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MN12C06XXX
18MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MU12A06R1X
18MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MU12A06XXX
18MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MU12C06R1X
18MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MU12C06XXX
18MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MX12A06R1X
18MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MX12A06XXX
18MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MX12C06R1X
18MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC18MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=18MX12C06XXX
20FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FN12A06R1X
20FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FN12A06XXX
20FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FN12C06R1X
20FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FN12C06XXX
20FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FU12A06R1X
20FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FU12A06XXX
20FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FU12C06R1X
20FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FU12C06XXX
20FV12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20FV12A06XXX
20MI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MI12A06XXX
20MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MN12A06R1X
20MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MN12A06XXX
20MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MN12C06R1X
20MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MN12C06XXX
20MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MU12A06R1X
20MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MU12A06XXX
20MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MU12C06R1X
20MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MU12C06XXX
20MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MX12A06R1X
20MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MX12A06XXX
20MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MX12C06R1X
20MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC20MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20MX12C06XXX
20PX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20PX12A06R1X
20PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20PX12A06XXX
20PX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20PX12C06R1X
20PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K200KG/CM2-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=20PX12C06XXX
22FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FI12A06XXX
22FI12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA15-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FI12C06XXX
22FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FN12A06R1X
22FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FN12A06XXX
22FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FN12C06R1X
22FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FN12C06XXX
22FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FU12A06R1X
22FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FU12A06XXX
22FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FU12C06R1X
22FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FU12C06XXX
22FV12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22FV12A06XXX
22MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MN12A06R1X
22MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MN12A06XXX
22MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MN12C06R1X
22MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MN12C06XXX
22MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MU12A06R1X
22MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MU12A06XXX
22MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MU12C06R1X
22MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MU12C06XXX
22MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MX12A06R1X
22MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MX12A06XXX
22MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MX12C06R1X
22MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC22MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22MX12C06XXX
22PX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22PX12A06R1X
22PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22PX12A06XXX
22PX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22PX12C06R1X
22PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K225KG/CM2-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=22PX12C06XXX
24MXFLC06HDC,,,,,,,,,,R01JAT-801,,,,,,,,FLOW 50-60,,,,,,,,,,,,,,,,FC24MPA-NORM-FLOW-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=24MXFLC06HDC
25FI10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA15-SL10-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FI10A06XXX
25FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FI12A06XXX
25FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FN12A06R1X
25FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FN12A06XXX
25FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FN12C06R1X
25FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FN12C06XXX
25FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FU12A06R1X
25FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FU12A06XXX
25FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FU12C06R1X
25FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FU12C06XXX
25FV12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FV12A06XXX
25FV14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K250KG/CM2-FA-SL14-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25FV14A06XXX
25MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MN12A06R1X
25MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MN12A06XXX
25MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MN12C06R1X
25MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MN12C06XXX
25MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MU12A06R1X
25MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MU12A06XXX
25MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MU12C06R1X
25MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MU12C06XXX
25MX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MX12A06R1X
25MX12A06RST,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MX12A06RST
25MX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MX12A06XXX
25MX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MX12C06R1X
25MX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC25MPA-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25MX12C06XXX
25PX10A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,10+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-SL10-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX10A06XXX
25PX12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX12A06R1X
25PX12A06TMI,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX12A06TMI
25PX12A06WHM,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX12A06WHM
25PX12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX12A06XXX
25PX12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX12C06R1X
25PX12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX12C06XXX
25PX14A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,14+/-2,,,,,,,,,,,,,,,,K250KG/CM2-NORM-SL14-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=25PX14A06XXX
27FI12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA15-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FI12A06XXX
27FN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FN12A06R1X
27FN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FN12A06XXX
27FN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FN12C06R1X
27FN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FN12C06XXX
27FU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FU12A06R1X
27FU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FU12A06XXX
27FU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FU12C06R1X
27FU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,K275KG/CM2-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27FU12C06XXX
27MN12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MN12A06R1X
27MN12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MN12A06XXX
27MN12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MN12C06R1X
27MN12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MN12C06XXX
27MU12A06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA20-G25-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MU12A06R1X
27MU12A06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA20-SL12-G25,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MU12A06XXX
27MU12C06R1X,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA20-G14-R1,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MU12C06R1X
27MU12C06XXX,,,,,,,,,,R01JAT-801,,,,,,,,12+/-2,,,,,,,,,,,,,,,,FC27MPA-FA20-SL12-G14,0,start firefox http://103.167.107.33:8001/mis/deletemixdesign.php?id=27MU12C06XXX
